39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
24, Adm-clerical,30, Female, Bachelors, Private, <=50K
17, ?,18, Male, 11th, ?, <=50K
45, Prof-specialty,35, Female, Masters, Local-gov, <=50K
54, Exec-managerial,48, Male, Some-college, Private, >50K
22, Sales,30, Female, Some-college, Private, <=50K
63, Prof-specialty,48, Male, Masters, Local-gov, <=50K
22, Craft-repair,43, Male, HS-grad, Private, <=50K
27, Other-service,25, Male, Some-college, Private, <=50K
33, Craft-repair,33, Male, 9th, Private, <=50K
64, Prof-specialty,30, Female, Bachelors, Private, <=50K
50, Exec-managerial,50, Male, Assoc-acdm, Private, >50K
44, Prof-specialty,40, Female, Assoc-voc, Self-emp-not-inc, <=50K
31, Transport-moving,50, Male, HS-grad, Private, <=50K
44, Adm-clerical,40, Female, HS-grad, Private, <=50K
53, Farming-fishing,35, Male, 10th, Self-emp-not-inc, <=50K
33, Other-service,40, Female, HS-grad, Local-gov, <=50K
34, Armed-Forces,40, Male, 12th, Federal-gov, <=50K
27, Transport-moving,70, Male, HS-grad, Private, <=50K
43, ?,36, Female, Assoc-voc, ?, <=50K
80, Exec-managerial,20, Male, HS-grad, Self-emp-not-inc, <=50K
31, Other-service,32, Female, Assoc-acdm, Private, <=50K
40, Craft-repair,40, Male, HS-grad, Private, >50K
53, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
58, Machine-op-inspct,44, Male, HS-grad, Private, <=50K
38, Exec-managerial,40, Male, Some-college, Private, >50K
33, Prof-specialty,40, Male, Prof-school, Private, >50K
48, Exec-managerial,60, Male, Bachelors, Local-gov, >50K
23, Exec-managerial,40, Female, Some-college, Private, <=50K
31, Craft-repair,50, Male, HS-grad, Self-emp-not-inc, <=50K
52, Sales,70, Male, Masters, Self-emp-not-inc, <=50K
24, Tech-support,40, Male, HS-grad, Private, <=50K
45, Farming-fishing,40, Male, 9th, Self-emp-not-inc, <=50K
36, Adm-clerical,40, Female, HS-grad, Private, >50K
52, Other-service,40, Female, 5th-6th, Private, <=50K
54, Craft-repair,40, Male, HS-grad, Private, <=50K
39, Prof-specialty,55, Male, Prof-school, Private, >50K
40, Sales,50, Male, Bachelors, Private, >50K
28, Tech-support,50, Male, HS-grad, Private, <=50K
21, ?,16, Male, Some-college, ?, <=50K
23, Adm-clerical,40, Female, Some-college, Private, <=50K
36, Craft-repair,40, Male, 7th-8th, Self-emp-inc, <=50K
22, Adm-clerical,15, Female, Some-college, Private, <=50K
55, Exec-managerial,50, Male, Masters, Local-gov, <=50K
71, Handlers-cleaners,17, Male, HS-grad, Private, <=50K
47, Prof-specialty,60, Male, Doctorate, Private, >50K
17, Sales,12, Male, 10th, Self-emp-inc, <=50K
31, Exec-managerial,50, Female, Bachelors, Private, >50K
32, Other-service,40, Male, Some-college, Private, <=50K
46, Transport-moving,40, Male, Some-college, Private, >50K
27, Exec-managerial,40, Female, Bachelors, Private, <=50K
39, Exec-managerial,50, Male, Some-college, Federal-gov, >50K
40, Handlers-cleaners,48, Female, HS-grad, Private, <=50K
30, Sales,30, Female, HS-grad, Private, <=50K
17, Other-service,20, Male, 9th, Private, <=50K
33, Prof-specialty,40, Male, Masters, Private, <=50K
72, Prof-specialty,30, Male, Doctorate, Private, <=50K
34, Adm-clerical,40, Female, Some-college, Federal-gov, >50K
65, Craft-repair,40, Male, HS-grad, Private, <=50K
36, Prof-specialty,50, Male, Bachelors, Private, >50K
32, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
26, Adm-clerical,40, Male, Some-college, Private, <=50K
22, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
47, Prof-specialty,48, Male, Prof-school, Private, >50K
31, Other-service,40, Male, Some-college, Private, <=50K
28, Sales,50, Male, Bachelors, Self-emp-not-inc, <=50K
38, Adm-clerical,50, Female, Masters, Private, >50K
34, Adm-clerical,28, Male, Assoc-acdm, Private, <=50K
44, Prof-specialty,35, Male, Bachelors, Private, >50K
27, Handlers-cleaners,40, Male, Some-college, Private, <=50K
50, Protective-serv,44, Male, Bachelors, Local-gov, >50K
47, Other-service,30, Female, HS-grad, Private, <=50K
20, Other-service,40, Male, Some-college, Private, <=50K
24, Sales,38, Male, HS-grad, Private, <=50K
29, Tech-support,40, Male, Some-college, Federal-gov, >50K
37, Other-service,32, Female, Assoc-voc, Local-gov, <=50K
42, Adm-clerical,40, Male, Assoc-acdm, Private, <=50K
20, ?,20, Male, Some-college, ?, <=50K
68, Adm-clerical,40, Female, Some-college, Private, <=50K
22, Adm-clerical,40, Female, Some-college, Local-gov, <=50K
72, Sales,30, Male, HS-grad, Self-emp-not-inc, <=50K
45, Adm-clerical,20, Male, Some-college, Federal-gov, <=50K
30, Other-service,40, Male, HS-grad, Local-gov, <=50K
33, Craft-repair,40, Male, HS-grad, Private, <=50K
43, Other-service,40, Male, HS-grad, Private, >50K
56, Exec-managerial,60, Male, Some-college, Private, <=50K
25, Farming-fishing,40, Male, Assoc-voc, Self-emp-not-inc, <=50K
41, Priv-house-serv,40, Female, HS-grad, Private, <=50K
25, Other-service,37, Female, Bachelors, Private, <=50K
31, Tech-support,40, Male, Assoc-acdm, State-gov, >50K
36, Machine-op-inspct,38, Male, HS-grad, Private, <=50K
37, Exec-managerial,40, Male, Bachelors, Private, >50K
58, Craft-repair,20, Male, HS-grad, Self-emp-not-inc, <=50K
26, Adm-clerical,40, Female, Bachelors, Private, <=50K
55, Tech-support,50, Male, Some-college, Private, >50K
46, Exec-managerial,48, Male, Some-college, Federal-gov, >50K
44, Adm-clerical,20, Female, Bachelors, Private, <=50K
44, Other-service,60, Male, 11th, Private, <=50K
28, Exec-managerial,55, Male, Bachelors, State-gov, <=50K
42, Transport-moving,50, Male, 10th, Private, <=50K
41, Craft-repair,40, Male, HS-grad, Private, <=50K
39, Exec-managerial,45, Male, Bachelors, Private, <=50K
64, Farming-fishing,30, Male, Assoc-voc, Self-emp-not-inc, <=50K
20, Handlers-cleaners,25, Male, Some-college, Private, <=50K
45, Protective-serv,40, Male, Some-college, Local-gov, >50K
31, Adm-clerical,50, Male, HS-grad, Private, <=50K
36, Exec-managerial,40, Male, Masters, Federal-gov, >50K
32, Other-service,40, Female, 9th, Private, <=50K
33, Farming-fishing,65, Male, Assoc-voc, Self-emp-not-inc, <=50K
51, Exec-managerial,35, Female, HS-grad, Self-emp-not-inc, >50K
36, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
40, Craft-repair,40, Male, HS-grad, Private, <=50K
44, Adm-clerical,51, Male, Assoc-voc, Private, >50K
40, Adm-clerical,45, Female, HS-grad, Private, <=50K
46, Adm-clerical,40, Female, Assoc-voc, Private, <=50K
31, Prof-specialty,60, Male, Prof-school, Self-emp-not-inc, >50K
30, Sales,40, Female, HS-grad, Private, <=50K
26, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
25, Other-service,40, Male, Bachelors, Private, <=50K
35, Craft-repair,40, Male, Assoc-acdm, Self-emp-not-inc, <=50K
29, Prof-specialty,50, Male, Prof-school, Private, <=50K
39, Craft-repair,40, Male, Assoc-acdm, Private, <=50K
44, Other-service,40, Male, Some-college, Self-emp-not-inc, <=50K
37, Machine-op-inspct,60, Male, HS-grad, Private, >50K
79, Sales,20, Male, Assoc-voc, Self-emp-not-inc, >50K
36, Exec-managerial,45, Male, Bachelors, Private, >50K
44, Craft-repair,60, Male, Some-college, Private, >50K
23, Machine-op-inspct,30, Male, HS-grad, Private, <=50K
27, Adm-clerical,45, Female, Bachelors, Private, <=50K
46, Sales,40, Male, Bachelors, Self-emp-not-inc, >50K
58, Craft-repair,40, Male, HS-grad, Private, <=50K
36, Exec-managerial,48, Male, Assoc-acdm, Private, <=50K
36, Craft-repair,60, Male, HS-grad, Private, >50K
21, Adm-clerical,45, Male, Some-college, Private, <=50K
41, Transport-moving,40, Female, HS-grad, State-gov, >50K
49, Machine-op-inspct,40, Male, HS-grad, Federal-gov, <=50K
34, Sales,40, Female, Bachelors, Private, >50K
29, Protective-serv,35, Male, HS-grad, Private, <=50K
63, Exec-managerial,50, Male, Bachelors, Private, >50K
29, Prof-specialty,40, Female, Bachelors, Federal-gov, <=50K
65, Farming-fishing,40, Male, Some-college, Private, <=50K
26, Other-service,25, Female, Bachelors, Private, <=50K
42, Prof-specialty,40, Male, Doctorate, Private, >50K
44, Adm-clerical,37, Female, Some-college, Private, <=50K
51, ?,6, Male, HS-grad, ?, <=50K
41, Machine-op-inspct,25, Male, HS-grad, Self-emp-not-inc, <=50K
22, Adm-clerical,35, Female, Assoc-acdm, Local-gov, <=50K
36, ?,25, Female, Some-college, ?, <=50K
18, Handlers-cleaners,40, Male, 11th, Private, <=50K
33, Transport-moving,40, Male, 10th, Local-gov, <=50K
46, Prof-specialty,38, Male, Bachelors, Local-gov, >50K
49, Priv-house-serv,40, Female, 11th, Private, <=50K
41, Adm-clerical,40, Female, HS-grad, State-gov, <=50K
52, Adm-clerical,40, Female, Some-college, Private, <=50K
40, Handlers-cleaners,40, Male, Some-college, Private, <=50K
53, Prof-specialty,40, Female, Some-college, Federal-gov, <=50K
45, Craft-repair,50, Male, HS-grad, Self-emp-not-inc, <=50K
30, Craft-repair,40, Male, 10th, Local-gov, <=50K
56, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
24, Craft-repair,40, Male, HS-grad, Private, <=50K
71, Farming-fishing,50, Male, 7th-8th, Self-emp-not-inc, <=50K
20, Sales,30, Female, HS-grad, Self-emp-not-inc, <=50K
26, Tech-support,50, Male, Bachelors, Private, <=50K
34, Sales,65, Male, HS-grad, Private, <=50K
36, ?,40, Female, 9th, ?, <=50K
49, Prof-specialty,60, Female, HS-grad, Private, <=50K
48, Prof-specialty,50, Male, Doctorate, Private, >50K
22, Other-service,40, Female, HS-grad, Private, <=50K
30, Machine-op-inspct,40, Male, Some-college, Private, <=50K
51, Craft-repair,40, Male, HS-grad, Private, <=50K
46, Sales,40, Female, Some-college, Private, <=50K
32, Exec-managerial,45, Male, HS-grad, Self-emp-inc, <=50K
42, Sales,40, Female, Prof-school, Private, >50K
52, Tech-support,50, Male, Some-college, State-gov, <=50K
57, Adm-clerical,40, Female, HS-grad, Private, <=50K
35, Adm-clerical,39, Female, Some-college, Private, <=50K
52, Prof-specialty,50, Male, Masters, Private, >50K
59, ?,12, Female, 9th, ?, <=50K
36, Exec-managerial,40, Female, Some-college, Private, <=50K
33, Exec-managerial,40, Male, Some-college, Private, >50K
67, Protective-serv,20, Male, HS-grad, Local-gov, <=50K
31, Sales,48, Male, Some-college, Self-emp-not-inc, <=50K
31, Prof-specialty,50, Male, HS-grad, Private, <=50K
28, Machine-op-inspct,42, Male, Some-college, Private, <=50K
72, ?,20, Female, 7th-8th, ?, <=50K
36, Craft-repair,40, Male, HS-grad, Private, <=50K
58, Sales,35, Male, HS-grad, Self-emp-not-inc, >50K
56, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
35, Sales,40, Male, Some-college, Private, <=50K
37, Craft-repair,40, Male, Assoc-voc, Private, >50K
44, Exec-managerial,40, Female, Bachelors, Private, <=50K
26, Farming-fishing,40, Male, HS-grad, Private, <=50K
51, Transport-moving,40, Male, HS-grad, Private, <=50K
31, Craft-repair,50, Male, Some-college, Private, >50K
30, Sales,40, Female, Some-college, Private, <=50K
20, Adm-clerical,40, Female, Some-college, Private, <=50K
21, Adm-clerical,40, Female, Some-college, Private, <=50K
37, Prof-specialty,50, Male, Bachelors, Private, >50K
53, Prof-specialty,40, Male, Assoc-voc, State-gov, >50K
54, Adm-clerical,45, Male, HS-grad, Private, <=50K
32, ?,32, Female, Bachelors, ?, <=50K
34, ?,6, Female, Some-college, ?, >50K
30, Sales,50, Male, Bachelors, Private, >50K
43, Exec-managerial,40, Female, HS-grad, State-gov, <=50K
48, Other-service,40, Female, Assoc-voc, Private, <=50K
42, Sales,48, Male, Bachelors, Self-emp-not-inc, <=50K
62, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
31, Craft-repair,40, Male, HS-grad, Private, <=50K
22, Sales,60, Male, HS-grad, Private, <=50K
45, Exec-managerial,32, Male, Bachelors, Private, <=50K
34, Sales,45, Male, Some-college, Private, <=50K
64, Exec-managerial,20, Male, HS-grad, Private, <=50K
42, Farming-fishing,65, Male, Bachelors, Self-emp-not-inc, <=50K
60, Sales,70, Male, HS-grad, Self-emp-not-inc, <=50K
44, Craft-repair,58, Male, HS-grad, Private, <=50K
67, ?,4, Male, 7th-8th, ?, <=50K
45, Tech-support,40, Female, Assoc-acdm, Private, <=50K
53, Prof-specialty,38, Male, Prof-school, Self-emp-not-inc, >50K
37, Transport-moving,50, Male, Assoc-voc, Private, >50K
32, ?,40, Female, 10th, ?, <=50K
23, Other-service,35, Female, HS-grad, Private, <=50K
28, Prof-specialty,40, Male, Bachelors, Private, <=50K
55, Craft-repair,41, Male, 7th-8th, Private, <=50K
58, Adm-clerical,24, Female, Masters, Private, >50K
74, Exec-managerial,25, Male, Some-college, Self-emp-inc, >50K
27, Adm-clerical,40, Male, HS-grad, Private, <=50K
37, Adm-clerical,40, Female, HS-grad, Private, <=50K
22, ?,4, Female, Some-college, ?, <=50K
44, Other-service,70, Male, 10th, Self-emp-not-inc, <=50K
23, Adm-clerical,40, Male, Assoc-acdm, Private, <=50K
41, Exec-managerial,40, Male, Bachelors, Private, <=50K
45, Tech-support,55, Male, Some-college, Private, >50K
29, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
33, Sales,45, Male, Bachelors, Private, >50K
61, Exec-managerial,60, Male, Masters, Local-gov, >50K
29, Sales,45, Female, Assoc-acdm, Private, >50K
22, Sales,38, Male, Some-college, Private, <=50K
28, Craft-repair,40, Male, 9th, Private, <=50K
30, Prof-specialty,40, Female, Bachelors, Private, <=50K
20, Handlers-cleaners,20, Male, Some-college, Private, <=50K
28, ?,30, Male, 10th, ?, <=50K
45, Craft-repair,50, Male, HS-grad, Private, >50K
19, ?,24, Female, Some-college, ?, <=50K
42, Exec-managerial,40, Female, Assoc-acdm, Private, <=50K
34, Craft-repair,40, Male, HS-grad, Private, <=50K
31, Prof-specialty,60, Male, Bachelors, Private, >50K
23, Exec-managerial,40, Female, Bachelors, Private, <=50K
50, Craft-repair,50, Male, HS-grad, Private, <=50K
40, Exec-managerial,40, Male, 10th, Private, >50K
57, Adm-clerical,45, Female, HS-grad, Private, <=50K
35, Adm-clerical,27, Female, Some-college, Private, <=50K
24, Exec-managerial,45, Male, Bachelors, Private, <=50K
27, Adm-clerical,15, Female, Some-college, Private, <=50K
27, Protective-serv,40, Female, Some-college, Local-gov, >50K
45, Sales,40, Male, HS-grad, Self-emp-inc, <=50K
80, Prof-specialty,30, Male, Doctorate, Private, <=50K
23, Other-service,50, Male, Some-college, State-gov, <=50K
46, Exec-managerial,40, Male, Some-college, Private, >50K
38, Sales,40, Male, Bachelors, Private, >50K
50, Sales,60, Male, HS-grad, Private, <=50K
90, Sales,20, Male, Bachelors, Private, <=50K
55, Sales,50, Male, Some-college, Private, <=50K
72, Exec-managerial,50, Female, HS-grad, Private, <=50K
65, Adm-clerical,40, Female, Some-college, Private, <=50K
37, Craft-repair,40, Male, 10th, Private, <=50K
39, Adm-clerical,40, Female, HS-grad, State-gov, <=50K
38, Craft-repair,40, Male, Assoc-voc, Private, <=50K
46, Exec-managerial,50, Male, Some-college, Private, >50K
50, Sales,65, Male, HS-grad, Private, >50K
54, Exec-managerial,40, Male, Assoc-acdm, Private, >50K
40, Sales,50, Male, Masters, Private, >50K
30, Craft-repair,40, Male, 7th-8th, Private, <=50K
50, Farming-fishing,35, Male, HS-grad, Private, <=50K
28, Craft-repair,30, Male, Some-college, Private, <=50K
34, Craft-repair,53, Male, Assoc-voc, Private, <=50K
55, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
20, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
19, ?,32, Female, Some-college, ?, <=50K
21, Adm-clerical,35, Male, Some-college, Private, <=50K
39, Other-service,20, Female, Some-college, Private, <=50K
43, Craft-repair,40, Male, HS-grad, Private, >50K
33, Other-service,40, Male, HS-grad, Local-gov, <=50K
26, Adm-clerical,40, Female, Some-college, Private, <=50K
45, Prof-specialty,40, Male, Doctorate, State-gov, >50K
31, Other-service,65, Female, Some-college, State-gov, <=50K
32, Craft-repair,60, Male, 5th-6th, Private, <=50K
60, Sales,50, Male, HS-grad, Self-emp-not-inc, <=50K
41, Machine-op-inspct,40, Male, HS-grad, Private, >50K
21, Other-service,20, Male, Some-college, Private, <=50K
27, Adm-clerical,36, Female, Some-college, Private, <=50K
33, Handlers-cleaners,40, Male, 5th-6th, Private, <=50K
43, Craft-repair,40, Male, HS-grad, Private, <=50K
27, Craft-repair,40, Male, 11th, Private, >50K
18, Farming-fishing,40, Male, 10th, Self-emp-not-inc, <=50K
48, Exec-managerial,40, Male, Some-college, Self-emp-not-inc, >50K
37, Exec-managerial,50, Male, 7th-8th, Private, <=50K
58, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
57, Transport-moving,40, Male, 12th, Private, >50K
42, Adm-clerical,40, Female, Bachelors, Local-gov, >50K
24, Adm-clerical,40, Male, HS-grad, Private, <=50K
26, Other-service,15, Male, Bachelors, Private, <=50K
43, Craft-repair,50, Male, HS-grad, Self-emp-inc, <=50K
34, Craft-repair,40, Male, 11th, Private, <=50K
38, Exec-managerial,40, Female, Bachelors, Private, <=50K
51, Farming-fishing,45, Male, 11th, Self-emp-not-inc, >50K
31, ?,45, Female, HS-grad, ?, <=50K
49, Prof-specialty,35, Female, Doctorate, Self-emp-not-inc, >50K
26, Adm-clerical,40, Female, Bachelors, Private, <=50K
28, Transport-moving,20, Female, HS-grad, Private, <=50K
22, Sales,37, Male, Some-college, Federal-gov, <=50K
26, Craft-repair,40, Male, HS-grad, Private, <=50K
45, Other-service,40, Male, 9th, Private, >50K
39, Exec-managerial,40, Female, Some-college, Private, <=50K
23, Sales,40, Male, HS-grad, Private, <=50K
62, ?,8, Male, HS-grad, ?, <=50K
42, Prof-specialty,60, Male, Bachelors, Local-gov, >50K
39, Craft-repair,40, Male, HS-grad, Federal-gov, <=50K
43, Craft-repair,40, Male, Assoc-voc, Federal-gov, <=50K
33, Farming-fishing,70, Male, Some-college, Self-emp-not-inc, <=50K
68, Exec-managerial,20, Male, Bachelors, State-gov, <=50K
30, ?,46, Male, Masters, ?, >50K
32, Adm-clerical,40, Male, Bachelors, Private, <=50K
25, Adm-clerical,40, Male, Some-college, Private, <=50K
53, Other-service,24, Female, 5th-6th, Private, <=50K
38, Exec-managerial,55, Male, Assoc-voc, Private, >50K
62, ?,40, Male, HS-grad, ?, <=50K
20, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
26, Craft-repair,40, Male, HS-grad, Private, <=50K
23, Transport-moving,40, Male, HS-grad, Private, <=50K
43, Tech-support,40, Female, HS-grad, State-gov, <=50K
29, Protective-serv,36, Male, Some-college, State-gov, <=50K
34, Other-service,36, Female, 10th, Private, <=50K
24, Sales,35, Male, Some-college, Private, <=50K
44, Prof-specialty,35, Male, Masters, Local-gov, >50K
19, Adm-clerical,40, Male, Some-college, Private, <=50K
47, Adm-clerical,40, Male, Bachelors, Private, >50K
40, Other-service,48, Female, Some-college, Private, <=50K
45, Sales,45, Female, HS-grad, Private, <=50K
43, Handlers-cleaners,45, Female, HS-grad, Private, <=50K
22, ?,30, Male, 9th, ?, <=50K
50, Prof-specialty,50, Male, Doctorate, Private, >50K
72, ?,3, Male, Some-college, ?, <=50K
29, Prof-specialty,40, Male, Bachelors, Private, <=50K
47, Exec-managerial,50, Male, Bachelors, Private, <=50K
24, Sales,35, Male, HS-grad, Private, <=50K
22, ?,15, Male, Some-college, ?, <=50K
21, Adm-clerical,40, Female, HS-grad, Private, <=50K
30, Exec-managerial,50, Male, HS-grad, Self-emp-not-inc, >50K
37, Other-service,40, Female, Some-college, Private, <=50K
74, Prof-specialty,40, Male, Prof-school, Self-emp-not-inc, <=50K
70, Farming-fishing,70, Male, Some-college, Self-emp-not-inc, <=50K
27, Craft-repair,40, Male, Assoc-voc, Private, <=50K
32, Adm-clerical,46, Female, Bachelors, Local-gov, <=50K
30, Handlers-cleaners,50, Male, 11th, Private, <=50K
29, Protective-serv,56, Male, Assoc-voc, Local-gov, <=50K
18, Handlers-cleaners,40, Male, 11th, Private, <=50K
31, Craft-repair,40, Male, HS-grad, Private, >50K
39, Protective-serv,70, Male, Some-college, State-gov, <=50K
21, Other-service,30, Female, Some-college, Private, <=50K
31, Transport-moving,38, Male, HS-grad, Private, <=50K
33, Protective-serv,40, Male, Some-college, Local-gov, <=50K
39, Prof-specialty,70, Male, Prof-school, Private, >50K
29, Craft-repair,40, Male, HS-grad, Private, <=50K
34, Tech-support,40, Male, Some-college, Private, <=50K
52, Exec-managerial,55, Female, Bachelors, State-gov, <=50K
35, Sales,25, Male, HS-grad, Private, <=50K
33, Craft-repair,40, Male, 10th, Private, <=50K
40, ?,5, Female, 9th, ?, <=50K
43, Exec-managerial,50, Male, Bachelors, Private, >50K
66, ?,30, Male, 1st-4th, ?, <=50K
51, Exec-managerial,40, Male, Bachelors, Local-gov, >50K
36, Other-service,30, Female, HS-grad, Private, <=50K
17, Prof-specialty,40, Female, 11th, Local-gov, <=50K
32, Craft-repair,40, Male, HS-grad, Private, <=50K
39, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
19, Farming-fishing,60, Male, Some-college, Self-emp-inc, <=50K
54, Adm-clerical,40, Male, 11th, Private, >50K
45, Prof-specialty,50, Male, Bachelors, Private, >50K
47, Prof-specialty,40, Female, Bachelors, Local-gov, <=50K
49, Farming-fishing,98, Male, HS-grad, Self-emp-not-inc, <=50K
32, Adm-clerical,40, Female, HS-grad, Private, <=50K
28, Craft-repair,50, Male, HS-grad, Self-emp-inc, <=50K
39, Sales,40, Male, Bachelors, Self-emp-inc, <=50K
27, Sales,50, Male, HS-grad, Self-emp-inc, <=50K
42, Prof-specialty,38, Female, Masters, Local-gov, >50K
24, Prof-specialty,44, Male, Bachelors, Private, <=50K
45, Craft-repair,45, Male, Bachelors, Private, >50K
19, Other-service,30, Male, HS-grad, Private, <=50K
46, Transport-moving,40, Male, 10th, Private, >50K
50, Transport-moving,40, Male, HS-grad, Private, <=50K
32, Adm-clerical,42, Female, HS-grad, Private, <=50K
47, Prof-specialty,50, Male, Prof-school, Self-emp-inc, >50K
69, ?,10, Male, Bachelors, ?, >50K
43, Farming-fishing,50, Male, HS-grad, Self-emp-not-inc, <=50K
29, Craft-repair,40, Male, Bachelors, Private, <=50K
43, Prof-specialty,55, Male, Prof-school, Federal-gov, >50K
90, Prof-specialty,10, Female, Bachelors, Private, <=50K
41, Exec-managerial,50, Female, Prof-school, Private, >50K
24, Farming-fishing,36, Male, Preschool, Private, <=50K
24, Farming-fishing,50, Male, Some-college, Private, <=50K
24, Other-service,53, Female, Some-college, Private, <=50K
35, Adm-clerical,42, Female, HS-grad, Private, >50K
30, Adm-clerical,40, Male, Bachelors, Private, <=50K
46, Exec-managerial,40, Female, Bachelors, Private, <=50K
19, Adm-clerical,30, Female, Some-college, Local-gov, <=50K
39, Craft-repair,35, Male, 9th, Private, <=50K
43, Transport-moving,40, Male, HS-grad, Private, <=50K
35, Adm-clerical,40, Female, HS-grad, Private, <=50K
65, Sales,24, Female, HS-grad, Private, <=50K
34, Craft-repair,40, Male, HS-grad, Private, <=50K
41, Sales,40, Male, Assoc-voc, Private, <=50K
24, Farming-fishing,60, Male, Some-college, Self-emp-not-inc, <=50K
24, Other-service,35, Male, HS-grad, Private, <=50K
34, Exec-managerial,45, Female, Masters, Self-emp-inc, >50K
33, Sales,40, Male, HS-grad, Private, >50K
37, Machine-op-inspct,38, Male, HS-grad, Private, <=50K
39, Transport-moving,60, Male, HS-grad, Self-emp-not-inc, >50K
58, Other-service,25, Female, HS-grad, Private, <=50K
36, Craft-repair,35, Male, HS-grad, Self-emp-not-inc, <=50K
33, Tech-support,40, Female, Some-college, Federal-gov, <=50K
42, Prof-specialty,55, Male, Masters, Local-gov, <=50K
31, Protective-serv,40, Male, Some-college, Private, <=50K
57, Craft-repair,40, Male, HS-grad, Private, <=50K
67, Tech-support,40, Male, HS-grad, Federal-gov, >50K
23, Craft-repair,40, Male, HS-grad, Private, <=50K
35, Prof-specialty,40, Male, Some-college, Private, <=50K
43, Prof-specialty,55, Male, Bachelors, Private, >50K
39, Farming-fishing,60, Male, Some-college, Self-emp-not-inc, <=50K
36, Craft-repair,40, Male, HS-grad, Private, <=50K
29, Other-service,13, Female, Assoc-acdm, Local-gov, <=50K
25, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
54, Transport-moving,45, Male, 10th, Private, >50K
24, Craft-repair,44, Male, HS-grad, Private, <=50K
50, Sales,60, Male, Bachelors, Self-emp-inc, >50K
70, Machine-op-inspct,50, Male, 10th, Private, <=50K
61, Sales,48, Male, Bachelors, Private, >50K
51, Exec-managerial,40, Male, Bachelors, Federal-gov, <=50K
38, Farming-fishing,70, Male, Masters, Self-emp-not-inc, <=50K
51, Prof-specialty,40, Female, HS-grad, Private, >50K
28, Other-service,40, Male, HS-grad, Private, <=50K
66, Prof-specialty,25, Male, Prof-school, Self-emp-not-inc, >50K
57, Farming-fishing,60, Male, HS-grad, Self-emp-inc, >50K
44, Sales,50, Male, Bachelors, Self-emp-inc, >50K
29, Adm-clerical,40, Female, Some-college, Private, <=50K
21, Sales,40, Female, Some-college, Private, <=50K
42, Craft-repair,43, Male, 10th, Private, >50K
74, Prof-specialty,50, Male, Prof-school, Private, >50K
50, Sales,40, Female, Some-college, Private, <=50K
65, Other-service,14, Female, HS-grad, Private, <=50K
64, ?,38, Female, HS-grad, ?, <=50K
44, Other-service,30, Female, 11th, Private, <=50K
34, Prof-specialty,50, Male, Assoc-voc, Private, >50K
17, Other-service,10, Male, 10th, Private, <=50K
17, ?,40, Female, 10th, ?, <=50K
43, Transport-moving,60, Male, Some-college, Private, <=50K
32, Adm-clerical,40, Female, Assoc-acdm, Private, <=50K
54, Sales,40, Male, Bachelors, Private, >50K
20, Adm-clerical,20, Female, Some-college, Private, <=50K
23, Prof-specialty,10, Male, Some-college, Private, <=50K
34, Other-service,45, Male, HS-grad, Private, <=50K
30, Sales,20, Male, Some-college, Private, <=50K
32, Machine-op-inspct,40, Male, 7th-8th, Private, <=50K
40, Prof-specialty,60, Male, Bachelors, Private, >50K
28, Craft-repair,40, Male, Some-college, Private, <=50K
44, Craft-repair,45, Male, HS-grad, Private, >50K
29, Tech-support,35, Female, Assoc-voc, Local-gov, >50K
28, Prof-specialty,50, Male, Doctorate, Private, <=50K
37, Exec-managerial,40, Male, Some-college, Private, <=50K
56, Craft-repair,40, Male, Some-college, Self-emp-inc, <=50K
27, Prof-specialty,40, Male, Bachelors, Private, <=50K
34, Machine-op-inspct,20, Female, HS-grad, Private, <=50K
37, Craft-repair,40, Male, HS-grad, Private, <=50K
66, Sales,40, Male, Bachelors, Self-emp-not-inc, >50K
19, Prof-specialty,30, Male, HS-grad, Private, <=50K
60, Prof-specialty,40, Female, Assoc-voc, Private, <=50K
54, Transport-moving,30, Male, Some-college, Self-emp-not-inc, <=50K
47, Craft-repair,40, Male, HS-grad, Private, >50K
47, Prof-specialty,48, Male, Some-college, Private, >50K
48, Craft-repair,60, Male, Assoc-voc, Self-emp-inc, <=50K
57, ?,60, Male, HS-grad, ?, <=50K
50, Exec-managerial,50, Male, Some-college, Self-emp-inc, >50K
62, Other-service,25, Female, 9th, Private, <=50K
45, Other-service,40, Male, Some-college, Private, <=50K
55, Handlers-cleaners,40, Male, HS-grad, Local-gov, <=50K
62, Sales,32, Female, HS-grad, Private, <=50K
25, Machine-op-inspct,40, Male, 10th, Private, <=50K
